No,Kota/Kab,ODP,PDP,Positif,Total
1,Kota Makassar,1959,1209,2158,5326
2,Kota Palopo,165,14,2,181
3,Kota Parepare,119,79,58,256
4,Kabupaten Bantaeng,164,3,0,167
5,Kabupaten Barru,71,9,3,83
6,Kabupaten Bone,320,22,6,348
7,Kabupaten Bulukumba,339,46,47,432
8,Kabupaten Enrekang,262,21,12,295
9,Kabupaten Gowa,536,287,320,1143
10,Kabupaten Jeneponto,492,35,7,534
11,Kabupaten Kepulauan Selayar,82,6,3,91
12,Kabupaten Luwu,238,3,7,248
13,Kabupaten Luwu Timur,445,87,442,974
14,Kabupaten Luwu Utara,250,40,1,291
15,Kabupaten Maros,263,70,85,418
16,Kabupaten Pangkajene Dan Kepulauan,128,42,18,188
17,Kabupaten Pinrang,412,25,12,449
18,Kabupaten Sidenreng Rappang,85,46,30,161
19,Kabupaten Sinjai,253,19,17,289
20,Kabupaten Soppeng,71,41,9,121
21,Kabupaten Takalar,59,34,32,125
22,Kabupaten Tana Toraja,222,10,6,238
23,Kabupaten Toraja Utara,161,3,2,166
24,Kabupaten Wajo,66,21,9,96
25,Rekreasi Duta Covid19 SulSel,8,0,580,588
26,RS Lain-lain,0,0,182,182
-,Jumlah Sulsel,7170,2172,4048,13390
